Time,Time,Time (Hour),Load_kW,kWh,Total Energy Consumption (kWh),,,Missing data rows,,"0,612257",,,,,,,,,"graphs are not properly seen online, for a better view download the exc file",,,,,,,,,
14/12/2018 16:45:00,14/12/2018,4:45:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 17:00:00,14/12/2018,5:00:00 p. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 17:15:00,14/12/2018,5:15:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 17:30:00,14/12/2018,5:30:00 p. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 17:45:00,14/12/2018,5:45:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 18:00:00,14/12/2018,6:00:00 p. m.,"1,67","0,4175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 18:15:00,14/12/2018,6:15:00 p. m.,"1,51","0,3775",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 18:30:00,14/12/2018,6:30:00 p. m.,"2,49","0,6225",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 18:45:00,14/12/2018,6:45:00 p. m.,"2,05","0,5125",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 19:00:00,14/12/2018,7:00:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 19:15:00,14/12/2018,7:15:00 p. m.,"0,96","0,24",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 19:30:00,14/12/2018,7:30:00 p. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 19:45:00,14/12/2018,7:45:00 p. m.,"1,19","0,2975",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 20:00:00,14/12/2018,8:00:00 p. m.,"1,21","0,3025",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 20:15:00,14/12/2018,8:15:00 p. m.,"1,22","0,305",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 20:30:00,14/12/2018,8:30:00 p. m.,"0,85","0,2125",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 20:45:00,14/12/2018,8:45:00 p. m.,"0,93","0,2325",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 21:00:00,14/12/2018,9:00:00 p. m.,"0,77","0,1925",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 21:15:00,14/12/2018,9:15:00 p. m.,"0,87","0,2175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 21:30:00,14/12/2018,9:30:00 p. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 21:45:00,14/12/2018,9:45:00 p. m.,"0,79","0,1975",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 22:00:00,14/12/2018,10:00:00 p. m.,"0,84","0,21",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 22:15:00,14/12/2018,10:15:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 22:30:00,14/12/2018,10:30:00 p. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 22:45:00,14/12/2018,10:45:00 p. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 23:00:00,14/12/2018,11:00:00 p. m.,"0,81","0,2025",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 23:15:00,14/12/2018,11:15:00 p. m.,"0,99","0,2475",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 23:30:00,14/12/2018,11:30:00 p. m.,"0,83","0,2075",,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018 23:45:00,14/12/2018,11:45:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 00:00:00,15/12/2018,12:00:00 a. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 00:15:00,15/12/2018,12:15:00 a. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 00:30:00,15/12/2018,12:30:00 a. m.,"0,76","0,19",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 00:45:00,15/12/2018,12:45:00 a. m.,"0,63","0,1575",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 01:00:00,15/12/2018,1:00:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 01:15:00,15/12/2018,1:15:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 01:30:00,15/12/2018,1:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 01:45:00,15/12/2018,1:45:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 02:00:00,15/12/2018,2:00:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 02:15:00,15/12/2018,2:15:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 02:30:00,15/12/2018,2:30:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 02:45:00,15/12/2018,2:45:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 03:00:00,15/12/2018,3:00:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 03:15:00,15/12/2018,3:15:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 03:30:00,15/12/2018,3:30:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 03:45:00,15/12/2018,3:45:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 04:00:00,15/12/2018,4:00:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 04:15:00,15/12/2018,4:15:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 04:30:00,15/12/2018,4:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 04:45:00,15/12/2018,4:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 05:00:00,15/12/2018,5:00:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 05:15:00,15/12/2018,5:15:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 05:30:00,15/12/2018,5:30:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 05:45:00,15/12/2018,5:45:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 06:00:00,15/12/2018,6:00:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 06:15:00,15/12/2018,6:15:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 06:30:00,15/12/2018,6:30:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 06:45:00,15/12/2018,6:45:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 07:00:00,15/12/2018,7:00:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 07:15:00,15/12/2018,7:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 07:30:00,15/12/2018,7:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 07:45:00,15/12/2018,7:45:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 08:00:00,15/12/2018,8:00:00 a. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 08:15:00,15/12/2018,8:15:00 a. m.,"0,45","0,1125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 08:30:00,15/12/2018,8:30:00 a. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 08:45:00,15/12/2018,8:45:00 a. m.,"0,46","0,115",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 09:00:00,15/12/2018,9:00:00 a. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 09:15:00,15/12/2018,9:15:00 a. m.,"1,07","0,2675",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 09:30:00,15/12/2018,9:30:00 a. m.,"1,71","0,4275",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 09:45:00,15/12/2018,9:45:00 a. m.,"1,13","0,2825",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 10:00:00,15/12/2018,10:00:00 a. m.,"1,27","0,3175",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 10:15:00,15/12/2018,10:15:00 a. m.,"1,14","0,285",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 10:30:00,15/12/2018,10:30:00 a. m.,"0,83","0,2075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 10:45:00,15/12/2018,10:45:00 a. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 11:00:00,15/12/2018,11:00:00 a. m.,"0,44","0,11",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 11:15:00,15/12/2018,11:15:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 11:30:00,15/12/2018,11:30:00 a. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 11:45:00,15/12/2018,11:45:00 a. m.,"0,33","0,0825",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 12:00:00,15/12/2018,12:00:00 p. m.,"0,45","0,1125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 12:15:00,15/12/2018,12:15:00 p. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 12:30:00,15/12/2018,12:30:00 p. m.,"1,19","0,2975",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 12:45:00,15/12/2018,12:45:00 p. m.,"1,16","0,29",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 13:00:00,15/12/2018,1:00:00 p. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 13:15:00,15/12/2018,1:15:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 13:30:00,15/12/2018,1:30:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 13:45:00,15/12/2018,1:45:00 p. m.,"0,35","0,0875",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 14:00:00,15/12/2018,2:00:00 p. m.,"0,5","0,125",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 14:15:00,15/12/2018,2:15:00 p. m.,"0,53","0,1325",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 14:30:00,15/12/2018,2:30:00 p. m.,"0,57","0,1425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 14:45:00,15/12/2018,2:45:00 p. m.,"0,75","0,1875",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 15:00:00,15/12/2018,3:00:00 p. m.,"0,9","0,225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 15:15:00,15/12/2018,3:15:00 p. m.,"2,4","0,6",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 15:30:00,15/12/2018,3:30:00 p. m.,"2,52","0,63",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 15:45:00,15/12/2018,3:45:00 p. m.,"2,57","0,6425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 16:00:00,15/12/2018,4:00:00 p. m.,"2,57","0,6425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 16:15:00,15/12/2018,4:15:00 p. m.,"1,28","0,32",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 16:30:00,15/12/2018,4:30:00 p. m.,"1,14","0,285",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 16:45:00,15/12/2018,4:45:00 p. m.,"0,75","0,1875",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 17:00:00,15/12/2018,5:00:00 p. m.,"0,87","0,2175",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 17:15:00,15/12/2018,5:15:00 p. m.,"1,26","0,315",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 17:30:00,15/12/2018,5:30:00 p. m.,"1,4","0,35",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 17:45:00,15/12/2018,5:45:00 p. m.,"1,3","0,325",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 18:00:00,15/12/2018,6:00:00 p. m.,"1,23","0,3075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 18:15:00,15/12/2018,6:15:00 p. m.,1,"0,25",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 18:30:00,15/12/2018,6:30:00 p. m.,"1,16","0,29",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 18:45:00,15/12/2018,6:45:00 p. m.,"1,29","0,3225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 19:00:00,15/12/2018,7:00:00 p. m.,"1,5","0,375",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 19:15:00,15/12/2018,7:15:00 p. m.,"2,07","0,5175",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 19:30:00,15/12/2018,7:30:00 p. m.,"2,62","0,655",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 19:45:00,15/12/2018,7:45:00 p. m.,"1,49","0,3725",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 20:00:00,15/12/2018,8:00:00 p. m.,"1,53","0,3825",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 20:15:00,15/12/2018,8:15:00 p. m.,"1,29","0,3225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 20:30:00,15/12/2018,8:30:00 p. m.,"2,03","0,5075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 20:45:00,15/12/2018,8:45:00 p. m.,"4,61","1,1525",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 21:00:00,15/12/2018,9:00:00 p. m.,"2,63","0,6575",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 21:15:00,15/12/2018,9:15:00 p. m.,"2,83","0,7075",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 21:30:00,15/12/2018,9:30:00 p. m.,"1,71","0,4275",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 21:45:00,15/12/2018,9:45:00 p. m.,"1,17","0,2925",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 22:00:00,15/12/2018,10:00:00 p. m.,"1,22","0,305",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 22:15:00,15/12/2018,10:15:00 p. m.,"0,95","0,2375",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 22:30:00,15/12/2018,10:30:00 p. m.,"0,9","0,225",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 22:45:00,15/12/2018,10:45:00 p. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 23:00:00,15/12/2018,11:00:00 p. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 23:15:00,15/12/2018,11:15:00 p. m.,"1,05","0,2625",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 23:30:00,15/12/2018,11:30:00 p. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018 23:45:00,15/12/2018,11:45:00 p. m.,"0,94","0,235",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 00:00:00,16/12/2018,12:00:00 a. m.,"1,11","0,2775",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 00:15:00,16/12/2018,12:15:00 a. m.,"1,62","0,405",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 00:30:00,16/12/2018,12:30:00 a. m.,"2,66","0,665",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 00:45:00,16/12/2018,12:45:00 a. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 01:00:00,16/12/2018,1:00:00 a. m.,"1,63","0,4075",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 01:15:00,16/12/2018,1:15:00 a. m.,"2,36","0,59",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 01:30:00,16/12/2018,1:30:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 01:45:00,16/12/2018,1:45:00 a. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 02:00:00,16/12/2018,2:00:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 02:15:00,16/12/2018,2:15:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 02:30:00,16/12/2018,2:30:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 02:45:00,16/12/2018,2:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 03:00:00,16/12/2018,3:00:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 03:15:00,16/12/2018,3:15:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 03:30:00,16/12/2018,3:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 03:45:00,16/12/2018,3:45:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 04:00:00,16/12/2018,4:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 04:15:00,16/12/2018,4:15:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 04:30:00,16/12/2018,4:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 04:45:00,16/12/2018,4:45:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 05:00:00,16/12/2018,5:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 05:15:00,16/12/2018,5:15:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 05:30:00,16/12/2018,5:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 05:45:00,16/12/2018,5:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 06:00:00,16/12/2018,6:00:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 06:15:00,16/12/2018,6:15:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 06:30:00,16/12/2018,6:30:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 06:45:00,16/12/2018,6:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 07:00:00,16/12/2018,7:00:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 07:15:00,16/12/2018,7:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 07:30:00,16/12/2018,7:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 07:45:00,16/12/2018,7:45:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 08:00:00,16/12/2018,8:00:00 a. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 08:15:00,16/12/2018,8:15:00 a. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 08:30:00,16/12/2018,8:30:00 a. m.,"0,58","0,145",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 08:45:00,16/12/2018,8:45:00 a. m.,"0,39","0,0975",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 09:00:00,16/12/2018,9:00:00 a. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 09:15:00,16/12/2018,9:15:00 a. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 09:30:00,16/12/2018,9:30:00 a. m.,"1,3","0,325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 09:45:00,16/12/2018,9:45:00 a. m.,"2,77","0,6925",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 10:00:00,16/12/2018,10:00:00 a. m.,"1,39","0,3475",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 10:15:00,16/12/2018,10:15:00 a. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 10:30:00,16/12/2018,10:30:00 a. m.,"0,53","0,1325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 10:45:00,16/12/2018,10:45:00 a. m.,"0,53","0,1325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 11:00:00,16/12/2018,11:00:00 a. m.,"1,08","0,27",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 11:15:00,16/12/2018,11:15:00 a. m.,"1,12","0,28",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 11:30:00,16/12/2018,11:30:00 a. m.,"0,92","0,23",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 11:45:00,16/12/2018,11:45:00 a. m.,"0,85","0,2125",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 12:00:00,16/12/2018,12:00:00 p. m.,"0,91","0,2275",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 12:15:00,16/12/2018,12:15:00 p. m.,1,"0,25",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 12:30:00,16/12/2018,12:30:00 p. m.,"0,74","0,185",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 12:45:00,16/12/2018,12:45:00 p. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 13:00:00,16/12/2018,1:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 13:15:00,16/12/2018,1:15:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 13:30:00,16/12/2018,1:30:00 p. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 13:45:00,16/12/2018,1:45:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 14:00:00,16/12/2018,2:00:00 p. m.,"0,23","0,0575",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 14:15:00,16/12/2018,2:15:00 p. m.,"0,34","0,085",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 14:30:00,16/12/2018,2:30:00 p. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 14:45:00,16/12/2018,2:45:00 p. m.,"0,73","0,1825",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 15:00:00,16/12/2018,3:00:00 p. m.,"1,33","0,3325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 15:15:00,16/12/2018,3:15:00 p. m.,"0,73","0,1825",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 15:30:00,16/12/2018,3:30:00 p. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 15:45:00,16/12/2018,3:45:00 p. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 16:00:00,16/12/2018,4:00:00 p. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 16:15:00,16/12/2018,4:15:00 p. m.,"0,87","0,2175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 16:30:00,16/12/2018,4:30:00 p. m.,"1,02","0,255",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 16:45:00,16/12/2018,4:45:00 p. m.,"1,03","0,2575",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 17:00:00,16/12/2018,5:00:00 p. m.,"0,95","0,2375",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 17:15:00,16/12/2018,5:15:00 p. m.,"0,98","0,245",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 17:30:00,16/12/2018,5:30:00 p. m.,"1,8","0,45",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 17:45:00,16/12/2018,5:45:00 p. m.,"1,41","0,3525",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 18:00:00,16/12/2018,6:00:00 p. m.,"1,09","0,2725",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 18:15:00,16/12/2018,6:15:00 p. m.,"1,54","0,385",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 18:30:00,16/12/2018,6:30:00 p. m.,"1,46","0,365",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 18:45:00,16/12/2018,6:45:00 p. m.,"2,44","0,61",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 19:00:00,16/12/2018,7:00:00 p. m.,"2,08","0,52",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 19:15:00,16/12/2018,7:15:00 p. m.,"1,06","0,265",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 19:30:00,16/12/2018,7:30:00 p. m.,"1,17","0,2925",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 19:45:00,16/12/2018,7:45:00 p. m.,"0,92","0,23",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 20:00:00,16/12/2018,8:00:00 p. m.,"1,03","0,2575",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 20:15:00,16/12/2018,8:15:00 p. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 20:30:00,16/12/2018,8:30:00 p. m.,"1,01","0,2525",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 20:45:00,16/12/2018,8:45:00 p. m.,"0,93","0,2325",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 21:00:00,16/12/2018,9:00:00 p. m.,"0,74","0,185",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 21:15:00,16/12/2018,9:15:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 21:30:00,16/12/2018,9:30:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 21:45:00,16/12/2018,9:45:00 p. m.,"0,81","0,2025",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 22:00:00,16/12/2018,10:00:00 p. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018 22:15:00,16/12/2018,10:15:00 p. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
